"/home/drh/Music/Cher - Just Like Jesse James.mp3","Cher","Heart Of Stone","Just Like Jesse James"
"/home/drh/Music/Five Stairsteps - The Girl I Love.mp3","The Five Stairsteps","The First Family of Soul: The Best of The Five Stairsteps","The Girl I Love (Buddha Remastered 2001)"
"/home/drh/Music/Ed Sheeran - Shape of You.mp3","Ed Sheeran","Shape of You","Shape of You"
"/home/drh/Music/Nick Gilder - Hot Child In The City.mp3","Nick Gilder","Super Hits of the '70s: Have a Nice Day, Vol. 22","Hot Child in the City"
"/home/drh/Music/Grapes of Wrath - Hiding.mp3","The Grapes of Wrath","Now & Again","Hiding"
"/home/drh/Music/APP - What Goes Up....mp3","Alan Parsons Project","Pyramid","What Goes Up..."
"/home/drh/Music/Herb Albert - Green Peppers.mp3","Herb Alpert","Classics Volume 1","Green Peppers"
"/home/drh/Music/Olympic Fanfare (Arnaud).mp3","Olympic Fanfare (Arnaud)","Telarc Sampler Volume II","Olympic Fanfare (Arnaud)"
"/home/drh/Music/Bruce Springsteen - Lucky Town.mp3","Bruce Springsteen","The Essential Bruce Springsteen","Lucky Town"
"/home/drh/Music/Dave Brubeck - Santa Clause is Coming to Town.mp3","Dave Brubeck","A Cool Christmas One","Santa Clause is Coming to Town"
"/home/drh/Music/Olivia Newton-John - Physical.mp3","Olivia Newton-John","Gold","Physical"
"/home/drh/Music/Offspring - Pretty Fly (For A White Guy).mp3","The Offspring","Americana","Pretty Fly (For A White Guy) (Album Version)"
"/home/drh/Music/Chris Ledoux - This Cowboy s Hat.mp3","Chris Ledoux","20 Greatest Hits","This Cowboy's Hat"
"/home/drh/Music/Stephen Bishop - Careless.mp3","Stephen Bishop","Careless","Careless"
"/home/drh/Music/Barenaked Ladies - One Week.mp3","Barenaked Ladies","Stunt","One Week"
"/home/drh/Music/Heatwave - The Groove Line (Album Version).mp3","Heatwave","The Best Of Heatwave: Always And Forever","The Groove Line (Album Version)"
"/home/drh/Music/Barenaked Ladies - Light Up My Room (live).mp3","Barenaked Ladies","BNL Rocks Red Rocks","Light Up My Room (live)"
"/home/drh/Music/Trammps - Disco Inferno.mp3","Trammps","Disco Inferno","Disco Inferno"
"/home/drh/Music/Beck - Loser.mp3","Beck","Mellow Gold","Loser"
"/home/drh/Music/Anne Murray - Do You Hear What I Hear.mp3","Anne Murray","Best of the Season","Do You Hear What I Hear"
"/home/drh/Music/Three Days Grace - Gone Forever.mp3","Three Days Grace","One X","Gone Forever"
"/home/drh/Music/APP - IV Pavane.mp3","Alan Parsons Project","Tales Of Mystery And Imagination","IV Pavane"
"/home/drh/Music/Boston Pops - The Stars And Stripes Forever.mp3","Boston Pops","Stars and Stripes - An American Concert","Sousa: The Stars And Stripes Forever"
"/home/drh/Music/Yvonne Elliman - Love Me.mp3","Yvonne Elliman","Super Hits of the '70s: Have a Nice Day, Vol. 23","Love Me"
"/home/drh/Music/Paul McCartney - Blackbird.mp3","Paul McCartney","Good Evening New York City","Blackbird"
"/home/drh/Music/Crosby Stills & Nash - Helplessly Hoping.mp3","Crosby, Stills & Nash","So Far","Helplessly Hoping"
"/home/drh/Music/50 Cent - Just a Lil Bit.mp3","50 Cent","The Massacre","Just A Lil Bit"
"/home/drh/Music/Paul Davis - Cool Night.mp3","Paul Davis","Super Hits","Cool Night"
"/home/drh/Music/Billy Joel - Movin' Out (Anthony's Song).mp3","Billy Joel","Greatest Hits Volume 1 (1973-1977)","Movin' Out (Anthony's Song)"
"/home/drh/Music/American Hi-Fi - Blue Day.mp3","American Hi-Fi","American Hi-Fi","Blue Day"
"/home/drh/Music/Score - Up.mp3","Score","Sing Street [Bonus Tracks] [Original Motion Picture Soundtrack]","Up"
"/home/drh/Music/Fleetwood Mac - Sara.mp3","Fleetwood Mac","Tusk (Remastered)","Sara (2015 Remastered)"
"/home/drh/Music/Genesis - Abacab.mp3","Genesis","Abacab","Abacab"
"/home/drh/Music/Whispers - Rock Steady.mp3","Whispers","Just Gets Better with Time","Rock Steady"
"/home/drh/Music/Kenny Chesney - Anything But Mine.mp3","Kenny Chesney","When The Sun Goes Down","Anything But Mine"
"/home/drh/Music/Burton Cummings - Stand Tall.mp3","Burton Cummings","Super Hits of the '70s: Have a Nice Day, Vol. 19","Stand Tall"
"/home/drh/Music/Edwin McCain - Promise of You.mp3","Edwin McCain","Messenger","Promise of You"
"/home/drh/Music/Cashman & West - American City Suite.mp3","Cashman & West","Super Hits of the '70s: Have a Nice Day, Vol. 9","American City Suite"
"/home/drh/Music/Darius Rucker - Lie to Me.mp3","Darius Rucker","True Believers","Lie to Me"
"/home/drh/Music/Aaliyah - Rock The Boat.mp3","Aaliyah","Aaliyah","Rock The Boat"
"/home/drh/Music/Kathy Mattea - Life As We Knew It.mp3","Kathy Mattea","A Collection of Hits","Life As We Knew It"
"/home/drh/Music/Taylor Swift - Never Grow Up.mp3","Taylor Swift","Speak Now","Never Grow Up"
"/home/drh/Music/Pablo Cruz - Zero To Sixty In Five.mp3","Pablo Cruise","20th Century Masters: The Millennium Collection: Best of Pablo Cruise","Zero To Sixty In Five"
"/home/drh/Music/Andrea Bocelli - Voglio restare cosi.mp3","Andrea Bocelli","Romanza (Remastered)","Voglio restare cosi"
"/home/drh/Music/Blue Oyster Cult - (Don't Fear) the Reaper.mp3","Blue Oyster Cult","Hard Rock [Delta]","(Don't Fear) the Reaper"
"/home/drh/Music/Destiny's Child - The Story of Beauty.mp3","Destiny's Child","Survivor","Story Of Beauty"
"/home/drh/Music/Train - Bruises.mp3","Train feat. Ashley Monroe","California 37","Bruises"
"/home/drh/Music/Alisha's Attic - Stone In My Shoe.mp3","Alisha's Attic","Alisha Rules The World","Stone In My Shoe"
"/home/drh/Music/Southside Johnny - Please Come Home For Christmas.mp3","Southside Johnny","Home Alone [Original Motion Picture Soundtrack]","Please Come Home For Christmas"
"/home/drh/Music/Queen - One Year Of Love.mp3","Queen","Classic Queen","One Year Of Love"
"/home/drh/Music/Turtles - It Ain't Me Babe.mp3","The Turtles","Save the Turtles: The Turtles' Greatest","It Ain't Me Babe"
"/home/drh/Music/Old 97s - Book of Poems.mp3","Old 97s","Satellite Rides","Book of Poems"
"/home/drh/Music/Maynard Ferguson - Mother.mp3","Maynard Ferguson","M.F. Horn/M.F. Horn 2/ M.F. Horn 3 Disc 2","Mother"
"/home/drh/Music/Anne Murray - O Holy Night.mp3","Anne Murray","Best of the Season","O Holy Night"
"/home/drh/Music/Midnight Oil - Beds Are Burning (Remastered).mp3","Midnight Oil","20000 Watt RSL - The Midnight Oil Collection","Beds Are Burning (Remastered)"
"/home/drh/Music/ACDC - Girls Got Rhythm.mp3","AC/DC","Highway to Hell","Girls Got Rhythm"
"/home/drh/Music/Jenkins Agnus Dei.mp3","Jenkins","Classical Album","Agnus Dei"
"/home/drh/Music/Hall & Oates - Sara Smile.mp3","Hall & Oates","Rock 'n Soul, Pt. 1 [Bonus Tracks]","Sara Smile"
"/home/drh/Music/Will Downing - A Million Ways.mp3","Will Downing","Emotions","A Million Ways"
"/home/drh/Music/Lynyrd Skynyrd - Free Bird.mp3","Lynyrd Skynyrd","(Pronounced 'Leh-'Nérd 'Skin-'Nérd) (Remastered With 5 Bonus Tracks)","Free Bird"
"/home/drh/Music/Gillian Welch - Look At Miss Ohio.mp3","Gillian Welch","Soul Journey","Look At Miss Ohio"
"/home/drh/Music/John Williams - We Wish You a Merry Christmas (End Title).mp3","John Williams","Home Alone [Original Motion Picture Soundtrack]","We Wish You a Merry Christmas / End Title"
"/home/drh/Music/ELO - Telephone Line.mp3","ELO","A New World Record","Telephone Line"
"/home/drh/Music/John Brooks - Jerry Rigged.mp3","John Brooks","Guitar Smiths","Jerry Rigged"
"/home/drh/Music/Taylor Swift - Tied Together with a Smile.mp3","Taylor Swift","Taylor Swift [Bonus Tracks]","Tied Together with a Smile"
"/home/drh/Music/Sophie Milman - So Long, You Fool.mp3","Sophie Milman","Make Someone Happy (Expanded Digital Edition)","So Long, You Fool"
"/home/drh/Music/REM - Stand.mp3","R.E.M.","Green","Stand"
"/home/drh/Music/Lady Antebellum - Nothin' Like the First Time.mp3","Lady Antebellum","Golden","Nothin' Like the First Time"
"/home/drh/Music/Supertramp - Ain't Nobody But Me.mp3","Supertramp","Retrospectacle","Ain't Nobody But Me"
"/home/drh/Music/Taylor Swift - We Are Never Ever Getting Back Together.mp3","Taylor Swift","Red","We Are Never Ever Getting Back Together"
"/home/drh/Music/Will Downing - Fantasy.mp3","Will Downing","After Tonight","Fantasy (Spending Time With You)"
"/home/drh/Music/Herb Albert - The Lonely Bull.mp3","Herb Alpert","Classics Volume 1","The Lonely Bull"
"/home/drh/Music/Blues Traveler - Look Around.mp3","Blues Traveler","four","Look Around"
"/home/drh/Music/Chainsmokers - Something Just Like This.mp3","The Chainsmokers & Coldplay","Memories...Do Not Open","Something Just Like This"
"/home/drh/Music/Helen Reddy - Angie Baby.mp3","Helen Reddy","Helen Reddy's Greatest Hits (And More)","Angie Baby"
"/home/drh/Music/Sing Street - Brown Shoes.mp3","Sing Street","Sing Street [Bonus Tracks] [Original Motion Picture Soundtrack]","Brown Shoes"
"/home/drh/Music/Sarah Harmer - Dandelions in Bullet Holes.mp3","Sarah Harmer","All of Our Names","Dandelions in Bullet Holes"
"/home/drh/Music/Alejandro Aranda - Thinking of You (feat. Scarypoolparty).mp3","Alejandro Aranda","Thinking of You (feat. Scarypoolparty) [Explicit]","Thinking of You (feat. Scarypoolparty) [Explicit]"
"/home/drh/Music/Sugarland - Joey.mp3","Sugarland","Love On The Inside","Joey"
"/home/drh/Music/Flash Cadillac - Did You Boogie (With Your Baby).mp3","Flash Cadillac","Super Hits of the '70s: Have a Nice Day, Vol. 24","Did You Boogie (With Your Baby)"
"/home/drh/Music/Bryan Adams - Summer of 69.mp3","Bryan Adams","Reckless (2014 Remaster)","Summer Of '69"
"/home/drh/Music/Deana Carter - Before We Ever Heard Goodbye.mp3","Deana Carter","Did I Shave My Legs For This?","Before We Ever Heard Goodbye"
"/home/drh/Music/Rascal Flatts - Fallin' Upside Down .mp3","Rascal Flatts","Melt","Fallin Upside Down"
"/home/drh/Music/Alisha's Attic - Irresistable U Are.mp3","Alisha's Attic","Alisha Rules the World","Irresistable U Are"
"/home/drh/Music/George Strait - Check Yes or No.mp3","George Strait","50 Number Ones Disc 2","Check Yes or No"
"/home/drh/Music/Kenny Rogers - She Believes in Me.mp3","Kenny Rogers","42 Ultimate Hits Disc 1","She Believes in Me"
"/home/drh/Music/Rod Stewart - Downtown Train.mp3","Rod Stewart","If We Fall In Love Tonight","Downtown Train"
"/home/drh/Music/Indigo Girls - Three Hits.mp3","Indigo Girls","Rites of Passage","Three Hits"
"/home/drh/Music/Montgomery Gentry - Back When I Knew It All.mp3","Montgomery Gentry","Playlist: The Very Best Of Montgomery Gentry","Back When I Knew It All"
"/home/drh/Music/Christopher Cross - Poor Shirley.mp3","Christopher Cross","Christopher Cross","Poor Shirley"
"/home/drh/Music/Styx - Come Sail Away.mp3","Styx","The Grand Illusion","Come Sail Away"
"/home/drh/Music/Lionel Richie - Running With The Night.mp3","Lionel Richie","Can't Slow Down","Running With The Night"
"/home/drh/Music/Matt Nathanson - Sooner Surrender.mp3","Matt Nathanson","Some Mad Hope","Sooner Surrender"
"/home/drh/Music/Sugarloaf - Green-Eyed Lady.mp3","Sugarloaf","Super Hits of the '70s: Have a Nice Day, Vol. 3","Green-Eyed Lady"
"/home/drh/Music/Frank Sinatra - Moonlight In Vermont.mp3","Frank Sinatra","Come Fly With Me","Moonlight In Vermont"
"/home/drh/Music/Steve Miller Band - Fly Like an Eagle.mp3","Steve Miller Band","Greatest Hits 1974-78","Fly Like an Eagle"
"/home/drh/Music/Neil Diamond - You Don't Bring Me Flowers.mp3","Neil Diamond","Love Songs","You Don't Bring Me Flowers"
"/home/drh/Music/Khorol - Trickle.mp3","FRIED RECORDS","FRIED HALLOWEEN EP III","Trickle- Khorol"
"/home/drh/Music/Foreigner - Girl On The Moon.mp3","Foreigner","4","Girl On The Moon"
"/home/drh/Music/Crosby Stills & Nash - Teach Your Children.mp3","Crosby, Stills & Nash","So Far","Teach Your Children"
"/home/drh/Music/Def Leppard - Pour Some Sugar on Me.mp3","Def Leppard","Vault","Pour Some Sugar On Me"
"/home/drh/Music/Association - Windy.mp3","Association","Yacht Rock","Windy"
"/home/drh/Music/Ashley Tisdale - Don't Touch (The Zoom Song).mp3","Ashley Tisdale","Headstrong","Don't Touch (The Zoom Song)"
"/home/drh/Music/Barenaked Ladies - Get Back Up (live).mp3","Barenaked Ladies","BNL Rocks Red Rocks","Get Back Up (live)"
"/home/drh/Music/Garth Brooks - The Dance.mp3","Garth Brooks","The Limited Series","The Dance"
"/home/drh/Music/Carly Rae Jepsen - Call Me Maybe.mp3","Carly Rae Jepsen","Kiss","Call Me Maybe"
"/home/drh/Music/Everly Brothers - Wake Up Little Susie.mp3","The Everly Brothers","All-Time Greatest Hits","Wake Up Little Susie"
"/home/drh/Music/Collin Raye - What They Don't Know.mp3","Collin Raye","In This Life","What They Don't Know"
"/home/drh/Music/Cheyenne Kimball - Good Go Bad.mp3","Cheyenne Kimball","The Day Has Come","Good Go Bad"
"/home/drh/Music/City Boy - 5705.mp3","City Boy","Super Hits of the '70s: Have a Nice Day, Vol. 25","5705"
"/home/drh/Music/Lady Gaga - Born This Way.mp3","Lady Gaga","Born This Way","Born This Way"
"/home/drh/Music/Mark Chesnutt - Almost Goodbye.mp3","Mark Chesnutt","Almost Goodbye","Almost Goodbye"
"/home/drh/Music/Men At Work - Be Good Johnny.mp3","Men At Work","Business As Usual","Be Good Johnny"
"/home/drh/Music/Judist Priest - Living After Midnight.mp3","Judist Priest","British Steel","Living After Midnight"
"/home/drh/Music/Tragically Hip - New Orleans Is Sinking.mp3","Tragically Hip","Up To Here","New Orleans Is Sinking"
"/home/drh/Music/Eric Clapton - Hello Old Friend.mp3","Eric Clapton","Complete Clapton Disc 1","Hello Old Friend"
"/home/drh/Music/Jimmy Wayne - You Are.mp3","Jimmy Wayne","Jimmy Wayne","You Are"
"/home/drh/Music/Mark Chesnutt - Brother Jukebox.mp3","Mark Chesnutt","Greatest Hits","Brother Jukebox"
"/home/drh/Music/Nelly Furtado - Forca.mp3","Nelly Furtado","Folklore","Forca"
"/home/drh/Music/Vanity Fare - Early in the Morning.mp3","Vanity Fare","Super Hits of the '70s: Have a Nice Day, Vol. 1","Early in the Morning"
"/home/drh/Music/Genesis - Illegal Alien.mp3","Genesis","Genesis","Illegal Alien"
"/home/drh/Music/Odds - Eat My Brain.mp3","Odds","Good Weird Feeling","Eat My Brain"
"/home/drh/Music/Ed Sheeran - I'm a Mess.mp3","Ed Sheeran","X","I'm a Mess"
"/home/drh/Music/Brotherhood of Man - Save Your Kisses for Me.mp3","Brotherhood of Man","Super Hits of the '70s: Have a Nice Day, Vol. 24","Save Your Kisses for Me"
"/home/drh/Music/Taylor Swift - Perfectly Good Heart.mp3","Taylor Swift","Taylor Swift [Bonus Tracks]","Perfectly Good Heart"
"/home/drh/Music/Bruce Springsteen - The River.mp3","Bruce Springsteen","The River","The River (Album Version)"
"/home/drh/Music/Tim Janis - Good Christian Men Rejoice.mp3","Tim Janis","Christmas Piano Collection","Good Christian Men Rejoice"
"/home/drh/Music/Kansas - The Wall.mp3","Kansas","Leftoverture [Bonus Tracks]","The Wall"
"/home/drh/Music/Andreas Vollenweider - Moon Dance.mp3","Andreas Vollenweider","Down to the Moon","Moon Dance"
"/home/drh/Music/Veronicas - When It Falls Apart (Live).mp3","Veronicas","Exposed: The Secret Life of the Veronicas","When It Falls Apart (Live)"
"/home/drh/Music/Eagles - Ol' 55.mp3","Eagles","On the Border","Ol' 55"
"/home/drh/Music/Alison Krauss - Forget About It.mp3","Alison Krauss","Forget About It","Forget About It"
"/home/drh/Music/Mark Chesnutt - Goin' Through The Big D.mp3","Mark Chesnutt","Greatest Hits","Goin' Through The Big D"
"/home/drh/Music/B Strayhorn - Take the A Train.mp3","B. Strayhorn","First Class Jazz","Take the A Train"
"/home/drh/Music/Maynard Ferguson - Awright, Awright.mp3","Maynard Ferguson","M.F. Horn/M.F. Horn 2/ M.F. Horn 3 Disc 2","Awright, Awright"
"/home/drh/Music/Train - Angel in Blue Jeans.mp3","Train","Bulletproof Picasso","Angel in Blue Jeans"
"/home/drh/Music/Jack White - Lazaretto.mp3","Jack White","Lazaretto","Lazaretto"
"/home/drh/Music/Will Downing - After Tonight (remix).mp3","Will Downing","After Tonight","After Tonight (Remix)"
"/home/drh/Music/Styx - Never Say Never.mp3","Styx","Cornerstone","Never Say Never"
"/home/drh/Music/Diamond Rio - Mirror Mirror.mp3","Diamond Rio","Greatest Hits","Mirror Mirror"
"/home/drh/Music/Natalie Merchant - Gun Shy.mp3","Natalie Merchant","In My Tribe","Gun Shy"
"/home/drh/Music/Steve Wariner - I'm Already Taken.mp3","Steve Wariner","Two Teardrops","I'm Already Taken"
"/home/drh/Music/Nitty Gritty Dirt Band - Orange Blossom Special.mp3","Nitty Gritty Dirt Band","Will the Circle be Unbroken   ","Orange Blossom Special        "
"/home/drh/Music/Fleetwood Mac - Steal Your Heart Away.mp3","Fleetwood Mac","Say You Will","Steal Your Heart Away"
"/home/drh/Music/Jay Sean - Down.mp3","Jay Sean","Down","Down"
"/home/drh/Music/Anne Murray - Broken Hearted Me.mp3","Anne Murray","I'll Always Love You","Broken Hearted Me"
"/home/drh/Music/Village People - In The Navy.mp3","Village People","Greatest Hits","In The Navy"
"/home/drh/Music/Dave Koz - Faces Of The Heart.mp3","Dave Koz","Lucky Man","Faces Of The Heart"
"/home/drh/Music/Bryan White - So Much For Pretending.mp3","Bryan White","Rebecca Lynn and Other Hits","So Much For Pretending"
"/home/drh/Music/Oscar Lopez - Classical Soul.mp3","Oscar Lopez","Masters of Acoustic Guitar","Classical Soul"
"/home/drh/Music/Neil Diamond - Solitary Man.mp3","Neil Diamond","Classics The Early Years","Solitary Man"
"/home/drh/Music/Eagles - Already Gone.mp3","Eagles","On the Border","Already Gone"
"/home/drh/Music/Fleetwood Mac - Gold Dust Woman.mp3","Fleetwood Mac","Rumours","Gold Dust Woman"
"/home/drh/Music/Dixie Chicks - Wide Open Spaces.mp3","Dixie Chicks","Playlist: The Very Best of Dixie Chicks","Wide Open Spaces"
"/home/drh/Music/Brain Setzer - Hoodoo Voodoo Doll.mp3","The Brian Setzer Orchestra","Jump, Jive An' Wail: The Very Best Of The Brian Setzer Orchestra (1994-2000)","Hoodoo Voodoo Doll (Album Version)"
"/home/drh/Music/Adam Lambert - Whataya Want from Me.mp3","Adam Lambert","For Your Entertainment","Whataya Want from Me"
"/home/drh/Music/Matt Nathanson - Come on Get Higher.mp3","Matt Nathanson","Some Mad Hope","Come on Get Higher"
"/home/drh/Music/Indigo Girls - Bury My Heart At Wounded Knee (live).mp3","Indigo Girls","1200 Curfews (disc 1)","Bury My Heart At Wounded Knee (live)"
"/home/drh/Music/CW McCall - Convoy.mp3","C.W. McCall","Super Hits of the '70s: Have a Nice Day, Vol. 15","Convoy"
"/home/drh/Music/Lady Gaga - Teeth.mp3","Lady Gaga","The Fame Monster [Picture Vinyl]","Teeth"
"/home/drh/Music/Zero7 - Speed Dial No 2.mp3","Zero7","When It Falls","Speed Dial No 2"
"/home/drh/Music/Gloria Estefan - Don't Wanna Lose You.mp3","Gloria Estefan","Greatest Hits","Don't Wanna Lose You"
"/home/drh/Music/Anderson - Order Of The Universe.mp3","Anderson Bruford Wakeman Howe","Anderson, Bruford, Wakeman, Howe","Order Of The Universe"
"/home/drh/Music/Fortunes - Here Comes That Rainy Day Feeling Again.mp3","Fortunes","Super Hits of the '70s: Have a Nice Day, Vol. 5","Here Comes That Rainy Day Feeling Again"
"/home/drh/Music/Manhattan Transfer - Birdland.mp3","Manhattan Transfer","The Very Best Of The Manhattan Transfer","Birdland"
"/home/drh/Music/Dusty Springfield - Wishin And Hopin.mp3","Dusty Springfield","20th Century Masters: The Millennium Collection: Best Of Dusty Springfield","Wishin' And Hopin'"
"/home/drh/Music/Prince - Raspberry Beret.mp3","Prince","The Very Best Of Prince","Raspberry Beret"
"/home/drh/Music/Boston - Foreplay-Long Time.mp3","Boston","Foreplay","Long Time"
"/home/drh/Music/Rush - Afterimage.mp3","Rush","Grace Under Pressure","Afterimage"
"/home/drh/Music/Vince Guaraldi - Linus And Lucy.mp3","Vince Guaraldi Trio","A Charlie Brown Christmas (Remastered & Expanded Edition)","Linus And Lucy"
"/home/drh/Music/Sheryl Crow - The First Cut Is The Deepest.mp3","Sheryl Crow","The First Cut Is The Deepest","The First Cut Is The Deepest"
"/home/drh/Music/Cream - I Feel Free.mp3","Cream","Complete Clapton Disc 1","I Feel Free"
"/home/drh/Music/Flim and the BB's - On The Avenue.mp3","Flim & The BB's","The Further Adventures of","On The Avenue"
"/home/drh/Music/Huey Lewis - Heart Of Rock And Roll.mp3","Huey Lewis","Huey Lewis","Heart of Rock N Roll"
"/home/drh/Music/Vince Guaraldi Trio - The Christmas Song.mp3","Vince Guaraldi Trio","Christmas Dinner","The Christmas Song"
"/home/drh/Music/Ashley Tisdale - Not Like That.mp3","Ashley Tisdale","Headstrong","Not Like That"
"/home/drh/Music/Loudon Wainwright III - IWIWAL.mp3","Loudon Wainwright.III","Grown Man","IWIWAL"
"/home/drh/Music/Gilbert O'Sullivan - Get Down.mp3","Gilbert O'Sullivan","Super Hits of the '70s: Have a Nice Day, Vol. 11","Get Down"
"/home/drh/Music/James Taylor - Sleep Come Free Me.mp3","James Taylor","Flag","Sleep Come Free Me"
"/home/drh/Music/Tori Amos - Precious Things.mp3","Tori Amos","Little Earthquakes","Precious Things"
"/home/drh/Music/Michael Johnson - I'll Always Love You.mp3","Michael Johnson","Classic Masters","I'll Always Love You"
"/home/drh/Music/Chet Atkins - St Louis Blues.mp3","Chet Atkins","Classics","St. Louis Blues"
"/home/drh/Music/Queen - Fat Bottomed Girls.mp3","Queen","Greatest Hits I","Fat Bottomed Girls"
"/home/drh/Music/Indigo Girls - Closer To Fine (Live).mp3","Indigo Girls","1200 Curfews (Disc 2)","Closer To Fine (Live)"
"/home/drh/Music/LeAnn Rimes - A Different Kind Of Christmas.mp3","LeAnn Rimes","What A Wonderful World","A Different Kind Of Christmas"
"/home/drh/Music/APP - Damned If I Do.mp3","Alan Parsons Project","Eve","Damned If I Do"
"/home/drh/Music/Old 97s - Am I Too Late.mp3","Old 97s","Satellite Rides","Am I Too Late"
"/home/drh/Music/Geri Halliwell - Scream If You Wanna Go Faster.mp3","Geri Halliwell","Scream if You Wanna Go Faster","Scream If You Wanna Go Faster"
"/home/drh/Music/Carly Simon - The Right Thing To Do.mp3","Carly Simon","The Best Of Carly Simon","The Right Thing To Do"
"/home/drh/Music/Charlie Brown - Christmas Time.mp3","Charlie Brown","Charlie Brown","Christmas Time"
"/home/drh/Music/Danny O'Keefe - Good Time Charlie's Got the Blues.mp3","Danny O'Keefe","Super Hits of the '70s: Have a Nice Day, Vol. 17","Good Time Charlie's Got the Blues"
"/home/drh/Music/Sinead OConnor - Sacrifice.mp3","Sinead OConnor","Two Rooms","Sacrifice"
"/home/drh/Music/Gary Wright - Love Is Alive.mp3","Gary Wright","The Dream Weaver","Love Is Alive"
"/home/drh/Music/Supertramp - School.mp3","Supertramp","Retrospectacle","School"
"/home/drh/Music/Lee Ritenour - My One And Only Love.mp3","Lee Ritenour's 6 String Theory","6 String Theory","My One And Only Love"
"/home/drh/Music/Gloria Estefan - Can't Stay Away From You.mp3","Gloria Estefan","Greatest Hits","Can't Stay Away From You"
"/home/drh/Music/Poco - Crazy Love.mp3","Poco","The Ultimate Collection","Crazy Love"
"/home/drh/Music/Aerosmith - Last Child.mp3","Aerosmith","Rocks","Last Child"
"/home/drh/Music/Lionel Richie - Love Will Find A Way.mp3","Lionel Richie","Can't Slow Down","Love Will Find A Way"
"/home/drh/Music/Christina Perri - The Words.mp3","Christina Perri","Head or Heart","The Words"
"/home/drh/Music/Sophie Milman - Eli, Eli La Walk To Caesarea).mp3","Sophie Milman","Make Someone Happy (Expanded Digital Edition)","Eli, Eli La Walk To Caesarea"
"/home/drh/Music/Berlin - Take My Breath Away.mp3","Berlin","American Anthems","Take My Breath Away"
"/home/drh/Music/Shine - The Rach.mp3","David Hirschfelder","Shine","The Rach"
"/home/drh/Music/Gloria Estefan - Anything For You.mp3","Gloria Estefan","Greatest Hits","Anything For You"
"/home/drh/Music/Phish - Farmhouse.mp3","Phish","Farmhouse","Farmhouse"
"/home/drh/Music/Ray Charles - Bye Bye Blackbird.mp3","Ray Charles","Sleepless In Seattle","Bye Bye Blackbird"
"/home/drh/Music/Queen - Good Old-Fashioned Lover Boy.mp3","Queen","Greatest Hits I","Good Old-Fashioned Lover Boy"
"/home/drh/Music/Aretha Franklin - I Never Loved A Man The Way I Love You.mp3","Aretha Franklin","Aretha's Gold","I Never Loved A Man The Way I"
"/home/drh/Music/Sandpipers - Come Saturday Morning.mp3","The Sandpipers","Super Hits of the '70s: Have a Nice Day, Vol. 1","Come Saturday Morning"
"/home/drh/Music/Looking Glass - Jimmy Loves Mary-Anne.mp3","Looking Glass","Super Hits of the '70s: Have a Nice Day, Vol. 10","Jimmy Loves Mary-Anne [*]"
"/home/drh/Music/Sugarland - Tonight.mp3","Sugarland","The Incredible Machine","Tonight"
"/home/drh/Music/Taylor Swift - Should've Said No.mp3","Taylor Swift","Taylor Swift [Bonus Tracks]","Should've Said No"
"/home/drh/Music/Aerosmith - Livin' On the Edge.mp3","Aerosmith","Get a Grip","Living on the Edge"
"/home/drh/Music/Pratt & McClain - Happy Days.mp3","Pratt & McClain","Super Hits of the '70s: Have a Nice Day, Vol. 18","Happy Days"
"/home/drh/Music/Edwin McCain - Beautiful Life.mp3","Edwin McCain","Messenger","Beautiful Life"
"/home/drh/Music/Walter Egan - Magnet and Steel.mp3","Walter Egan","Super Hits of the '70s: Have a Nice Day, Vol. 21","Magnet and Steel"
"/home/drh/Music/Chris Isaak - Don't Get So Down on Yourself.mp3","Chris Isaak","Speak of the Devil","Don't Get So Down on Yourself"
"/home/drh/Music/Mary Poppins - Supercalifragilisticexpialidocious.mp3","Mary Poppins","Mary Poppins Original Soundtrack","Supercalifragilisticexpialidocious (From ""Mary Poppins""/Soundtrack Version)"
"/home/drh/Music/98 Degrees - This Gift.mp3","98 Degrees","This Christmas","This Gift"
"/home/drh/Music/Bay City Rollers - Money Honey.mp3","Bay City Rollers","Super Hits of the '70s: Have a Nice Day, Vol. 23","Money Honey"
"/home/drh/Music/Mason Williams - Classical Gas (Original).mp3","Mason Williams","Everybody's Talkin' [Armoury]","Classical Gas (Original)"
"/home/drh/Music/Carole King - You Make Me Feel Like A Natural Woman.mp3","Carole King","Greatest Hits","You Make Me Feel Like A Natural Woman"
"/home/drh/Music/Kansas - Loner.mp3","Kansas","Audio-Visions","Loner"
"/home/drh/Music/Bruce Springsteen - Glory Days.mp3","Bruce Springsteen","The Essential Bruce Springsteen","Glory Days"
"/home/drh/Music/David Lanz - Eagle's Path.mp3","David Lanz","Desert Vision","Eagle's Path"
"/home/drh/Music/Suzi Quatro - Stumblin In.mp3","Suzi Quatro","Yesterdays","Stumblin In"
"/home/drh/Music/Sophie Milman - Reste (stay).mp3","Sophie Milman","Make Someone Happy (Expanded Digital Edition)","Rest (Stay)"
"/home/drh/Music/Barenaked Ladies - Leave.mp3","Barenaked Ladies","Stunt","Leave"
"/home/drh/Music/Crystal Waters - Gypsy Women.mp3","Crystal Waters","Disco Nights Vol. 5 - The Best","Gypsy Woman (She's Homeless)"
"/home/drh/Music/Alisha's Attic - Indestructible.mp3","Alisha's Attic","Alisha Rules The World","Indestructible"
