"/home/drh/Music/Bruno Mars - Blast Off.mp3","Bruno Mars, Anderson .Paak, Silk Sonic","An Evening With Silk Sonic [Explicit]","Blast Off"
"/home/drh/Music/Paula Cole - Sorrow-on-the-Hudson.mp3","Paula Cole","Raven","Sorrow-on-the-Hudson"
"/home/drh/Music/Vonda Shepard - Have Yourself a Merry Little Christmas.mp3","Vonda Shepard","A Very Ally Christmas","Have Yourself a Merry Little Christmas"
"/home/drh/Music/Tim McGraw - Some Things Never Change.mp3","Tim McGraw","A Place In The Sun","Some Things Never Change"
"/home/drh/Music/10,000 Maniacs - A Campfire Song.mp3","10,000 Maniacs","In My Tribe","A Campfire Song"
"/home/drh/Music/Kansas - Chasing Shadows.mp3","Kansas","Vinyl Confessions","Chasing Shadows"
"/home/drh/Music/Donna Summer - Last dance.mp3","Donna Summer","20th Century Masters - The Millennium Collection: The Best of Donna Summer","Last Dance [From Thank God It's Friday]"
"/home/drh/Music/Styx - Miss America.mp3","Styx","The Grand Illusion","Miss America"
"/home/drh/Music/Delta Goodrem - A Little Too Late.mp3","Delta Goodrem","Mistaken Identity","A Little Too Late"
"/home/drh/Music/Lonestar - I'm Already There.mp3","Lonestar","From There to Here: Greatest Hits","I'm Already There"
"/home/drh/Music/Christina Perri - I Don't Wanna Break.mp3","Christina Perri","Head or Heart","I Don't Wanna Break"
"/home/drh/Music/Taylor Swift - Sparks Fly.mp3","Taylor Swift","Speak Now","Sparks Fly"
"/home/drh/Music/Skid Row - Youth Gone Wild.mp3","Skid Row","40 Seasons","Youth Gone Wild"
"/home/drh/Music/Aerosmith & Run DMC - Walk This Way.mp3","Run-D.M.C.","Raising Hell","Walk This Way"
"/home/drh/Music/Temptations - Silver Bells.mp3","Temptations","Christmas Card","Silver Bells"
"/home/drh/Music/Lady Antebellum - Love This Pain.mp3","Lady Antebellum","Need You Now","Love This Pain"
"/home/drh/Music/Green Day - Are We the Waiting.mp3","Green Day","American Idiot","Are We the Waiting"
"/home/drh/Music/Mamas and Papas - Monday, Monday.mp3","Mamas And The Papas","16 Of Their Greatest Hits","Monday, Monday"
"/home/drh/Music/Sugarland - Just Might.mp3","Sugarland","Twice The Speed Of Life","Just Might (Make Me Believe) (Album Version)"
"/home/drh/Music/Matthews Southern Comfort - Woodstock.mp3","Matthews Southern Comfort","Super Hits of the '70s: Have a Nice Day, Vol. 4","Woodstock"
"/home/drh/Music/Lou Rawls - Merry Christmas Baby.mp3","Lou Rawls","Hip Holidays","Merry Christmas Baby"
"/home/drh/Music/Annie Lennox - A Thousand Beautiful Things.mp3","Annie Lennox","Bare","A Thousand Beautiful Things"
"/home/drh/Music/Anderson - Quartet.mp3","Anderson Bruford Wakeman Howe","Anderson, Bruford, Wakeman, Howe","Quartet"
"/home/drh/Music/Ella Fitzgerald - Flyin  Home.mp3","Ella Fitzgerald","The Benny Goodman Songbook","Flyin' Home"
"/home/drh/Music/Barry Manilow - Mandy.mp3","Barry Manilow","Greatest Hits","Mandy"
"/home/drh/Music/Level 42 - Leaving Me Now (Extended Version).mp3","Level 42","World Machine","Leaving Me Now (Extended Version)"
"/home/drh/Music/Saving Jane - Reasons Why.mp3","Saving Jane","Girl Next Door","Reasons Why"
"/home/drh/Music/Genesis - A Groovy Kind Of Love.mp3","Genesis","Greatest Hits (14)","A Groovy Kind Of Love"
"/home/drh/Music/Chuck Mangione - Bellavia.mp3","Chuck Mangione","Classics Volume 6","Bellavia"
"/home/drh/Music/Blue Oyster Cult - Don't Turn Your Back.mp3","Blue Oyster Cult","Fire Of Unknown Origin","Don't Turn Your Back"
"/home/drh/Music/Seal - Fly Like An Eagle.mp3","Seal","Hits","Fly Like An Eagle"
"/home/drh/Music/REM - Driver 8.mp3","R.E.M.","Fables Of The Reconstruction","Driver 8"
"/home/drh/Music/Van Halen - Eruption.mp3","Van Halen","Van Halen","Eruption"
"/home/drh/Music/Stevan Pasero - Jesus Joy of Mans Desiring.mp3","Stevan Pasero","Christmas Dinner","Jesus Joy of Mans Desiring"
"/home/drh/Music/Aly & AJ - Bullseye.mp3","Aly & AJ","Insomniatic","Bullseye"
"/home/drh/Music/Stryper - I Need You Now.mp3","Stryper","Unstryped: The Post-Stryper Sessions","I Need You Now"
"/home/drh/Music/Earth Wind and Fire - Let's Groove Tonight (Extended).mp3","Earth Wind and Fire","Looking Back 4","Let's Groove (Extended)"
"/home/drh/Music/Bill Withers - Ain't No Sunshine.mp3","Bill Withers","Lean on Me: The Best of Bill Withers","Ain't No Sunshine"
"/home/drh/Music/Barenaked Ladies - I Know.mp3","Barenaked Ladies","Born on a Pirate Ship","I Know"
"/home/drh/Music/Veronicas - Mother Mother.mp3","Veronicas","The Secret Life Of","Mother Mother"
"/home/drh/Music/Bangels - Eternal Flame.mp3","Bangles","Monster Ballads","Eternal Flame"
"/home/drh/Music/Lil Jon - Get Low.mp3","Lil Jon","Kings of Crunk","Get Low"
"/home/drh/Music/Nickelback - Coin For The Ferryman.mp3","Nickelback","Feed The Machine","Coin For The Ferryman"
"/home/drh/Music/John Williams - Carol of the Bells.mp3","John Williams","Home Alone [Original Motion Picture Soundtrack]","Carol of the Bells"
"/home/drh/Music/George Strait - Easy Come, Easy Go.mp3","George Strait","50 Number Ones Disc 2","Easy Come, Easy Go"
"/home/drh/Music/Commodores - Sweet Love.mp3","Commodores","20th Century Masters - The Millennium Collection: The Best of the Commodores","Sweet Love"
"/home/drh/Music/Allison Moorer - No Next Time.mp3","Allison Moorer","The Hardest Part","No Next Time"
"/home/drh/Music/Basia - New Day For You.mp3","Basia","Time and Tide","New Day For You"
"/home/drh/Music/Rogue Traders - Childlike.mp3","Rogue Traders","Better In The Dark","Childlike"
"/home/drh/Music/Andrea Bocelli - Miserere (Live At Night Of The Proms).mp3","Andrea Bocelli and John Miles","Romanza (Remastered)","Miserere (Live At Night Of The Proms)"
"/home/drh/Music/Dave Matthews Band - #41.mp3","Dave Matthews Band","Crash","#41"
"/home/drh/Music/Ian Matthews - Don't Hang Up Your Dancing Shoes (vinyl).mp3","Ian Matthews","Stealin' Home","Don't Hang Up Your Dancing Shoes (vinyl)"
"/home/drh/Music/Taylor Swift - Fearless.mp3","Taylor Swift","Fearless","Fearless"
"/home/drh/Music/Anne Murray - No Room at the Inn.mp3","Anne Murray","Best of the Season","No Room at the Inn"
"/home/drh/Music/Bob Dylan - Tangled Up In Blue.mp3","Bob Dylan","Blood On The Tracks","Tangled Up In Blue"
"/home/drh/Music/Deanna Kirk - You're a Mean One Mr. Grinch.mp3","Deanna Kirk","Hip Holidays, Vol. 2","You're a Mean One Mr. Grinch"
"/home/drh/Music/Rufus Wainwright - Hallelujah.mp3","Rufus Wainwright","Vibrate: The Best Of [Deluxe Edition] Disc 1","Hallelujah"
"/home/drh/Music/Sarah Harmer - Almost.mp3","Sarah Harmer","All of Our Names","Almost"
"/home/drh/Music/Keith Urban - Little Bit of Everything.mp3","Keith Urban","Fuse","Little Bit of Everything"
"/home/drh/Music/Vince Gill - High Lonesome Sound.mp3","Vince Gill","High Lonesome Sound","High Lonesome Sound"
"/home/drh/Music/Sammy Johns - Chevy Van.mp3","Sammy Johns","Super Hits of the '70s: Have a Nice Day, Vol. 14","Chevy Van"
"/home/drh/Music/Paul Anka - Having My Baby.mp3","Paul Anka And Odia Coates","Anka","(You're) Having My Baby (Feat. Odia Coates)"
"/home/drh/Music/Louis Prima - Shake Hands With Santa Claus.mp3","Louis Prima","Hip Holidays","Shake Hands With Santa Claus"
"/home/drh/Music/Mannheim Steamroller - Carol of the Bells.mp3","Mannheim Steamroller","A Fresh Aire Christmas","Carol of the Bells"
"/home/drh/Music/Kiki Dee Band - I've Got the Music in Me.mp3","Kiki Dee Band","Super Hits of the '70s: Have a Nice Day, Vol. 23","I've Got the Music in Me"
"/home/drh/Music/Katy Perry - Thinking Of You.mp3","Katy Perry","One Of The Boys","Thinking Of You"
"/home/drh/Music/APP - You Won't Be There.mp3","Alan Parsons Project","Eve","You Won't Be There"
"/home/drh/Music/Kansas - Sparks Of The Tempest.mp3","Kansas","Point of Know Return [Bonus Tracks]","Sparks of the Tempest"
"/home/drh/Music/Olivia Newton-John - Have You Never Been Mellow.mp3","Olivia Newton-John","Gold","Have You Never Been Mellow?"
"/home/drh/Music/Tracy Byrd - Just Let Me Be In Love.mp3","Tracy Byrd","Ten Rounds","Just Let Me Be In Love"
"/home/drh/Music/Sugarland - Baby Girl 2nd Version.mp3","Sugarland","Twice The Speed Of Life","Baby Girl (2nd Version/Remix/Album Version)"
"/home/drh/Music/Bree Sharp - Fallen.mp3","Bree Sharp","A Cheap And Evil Girl","Fallen"
"/home/drh/Music/Indigo Girls - Bury My Heart At Wounded Knee (Studio).mp3","Indigo Girls","1200 Curfews Pt 2","Bury My Heart At Wounded Knee (Studio Version)"
"/home/drh/Music/Don Ross - Robot Monster.mp3","Don Ross","Robot Monster","Robot Monster"
"/home/drh/Music/Fleetwood Mac - Believe Me.mp3","Fleetwood Mac","Mystery To Me","Believe Me"
"/home/drh/Music/Supertramp - Lord is it Mine.mp3","Supertramp","Breakfast in America","Lord is it Mine"
"/home/drh/Music/Mountain - Mississippi Queen.mp3","Mountain","Super Hits of the '70s: Have a Nice Day, Vol. 1","Mississippi Queen"
"/home/drh/Music/Foreigner - I'm Gonna Win.mp3","Foreigner","4","I'm Gonna Win"
"/home/drh/Music/Chris Isaak - Wicked Game.mp3","Chris Isaak","Best Of Chris Isaak (Remastered)","Wicked Game"
"/home/drh/Music/Kansas - Paradox.mp3","Kansas","Point of Know Return [Bonus Tracks]","Paradox"
"/home/drh/Music/Turtles - Happy Together.mp3","The Turtles","Save the Turtles: The Turtles' Greatest","Happy Together"
"/home/drh/Music/Lee Ann Womack - Ashes By Now.mp3","Lee Ann Womack","I Hope You Dance","Ashes By Now"
"/home/drh/Music/Alabama - Roll on.mp3","Alabama","Roll On","Roll on"
"/home/drh/Music/Fiddler on the Roof - Sunrise, Sunset.mp3","Fiddler On The Roof - Soundtrack","Fiddler on The Roof","Sunrise, Sunset"
"/home/drh/Music/Beatles - I Saw Her Standing There.mp3","Backstage Beatles","The Backstage Beatles Play The Beatles Greatest Hits","I Saw Her Standing There (Original)"
"/home/drh/Music/Johnny Cash - Jackson.mp3","Johnny Cash; June Carter Cash","The Essential Johnny Cash Disc 2","Jackson"
"/home/drh/Music/Brooks And Dunn - Brand new man.mp3","Brooks and Dunn","Brand New Man","Brand New Man"
"/home/drh/Music/Lovehammers - The Tunnel.mp3","Lovehammers","Marty Casey & Lovehammers","The Tunnel"
"/home/drh/Music/Van Morrison - Domino.mp3","Van Morrison","The Best Of Van Morrison","Domino"
"/home/drh/Music/Rufus Wainwright - Grey Gardens.mp3","Rufus Wainwright","Vibrate: The Best Of [Deluxe Edition] Disc 1","Grey Gardens"
"/home/drh/Music/Jim Stafford - My Girl Bill.mp3","Jim Stafford","Super Hits of the '70s: Have a Nice Day, Vol. 13","My Girl Bill"
"/home/drh/Music/Matt Nathanson - Kept.mp3","Matt Nathanson","Modern Love","Kept"
"/home/drh/Music/Abba - Mamma Mia.mp3","Abba","ABBA","Mamma Mia"
"/home/drh/Music/Indigo Girls - Land Of Canaan (Live).mp3","Indigo Girls","1200 Curfews (Disc 2)","Land Of Canaan (Live)"
"/home/drh/Music/LeAnn Rimes - The Heart Never Forgets.mp3","LeAnn Rimes","Sittin' On Top Of The World","The Heart Never Forgets"
"/home/drh/Music/Shania Twain - Waiter! Bring Me Water!.mp3","Shania Twain","Up! - Green CD","Waiter! Bring Me Water!"
"/home/drh/Music/Sarah Harmer - Came on Lion.mp3","Sarah Harmer","All of Our Names","Came on Lion"
"/home/drh/Music/Sarah Harmer - Took It All.mp3","Sarah Harmer","All of Our Names","Took It All"
"/home/drh/Music/Alanis Morissette - Hand In My Pocket.mp3","Alanis Morissette","Jagged Little Pill","Hand in My Pocket"
"/home/drh/Music/ACDC - For Those About to Rock (We Salute You).mp3","AC/DC","For Those About to Rock (We Salute You)","For Those About to Rock (We Salute You)"
"/home/drh/Music/Don Ross - Its Fun Being Lucky.mp3","Don Ross","Robot Monster","It's Fun Being Lucky"
"/home/drh/Music/Rod Stewart - The First Cut Is The Deepest.mp3","Rod Stewart","1977","The First Cut Is The Deepest"
"/home/drh/Music/Beyonce - Ego.mp3","Beyonce","I Am Sasha Fierce","Ego"
"/home/drh/Music/Beatles - I'll Follow The Sun.mp3","Beatles","Beatles For Sale","I'll Follow The Sun"
"/home/drh/Music/Sing Street - A Beautiful Sea.mp3","Sing Street","Sing Street [Bonus Tracks] [Original Motion Picture Soundtrack]","A Beautiful Sea"
"/home/drh/Music/APP - Psychobabble.mp3","Alan Parsons Project","Eye in the Sky","Psychobabble"
"/home/drh/Music/Keb Mo - She Just Wants to Dance.mp3","Keb Mo","Blue Smoke","She Just Wants to Dance"
"/home/drh/Music/Tragically Hip - Nautical Disaster.mp3","Tragically Hip","Day for Night","Nautical Disaster"
"/home/drh/Music/Dire Straits - Sultans of Swing.mp3","Dire Straits","Private Investigations: The Best of Dire Straits & Mark Knopfler Disc 1","Sultans Of Swing"
"/home/drh/Music/Smokey Robinson - Tears Of A Clown.mp3","Smokey Robinson","Motown 40 Forever Disc One","Tears Of A Clown"
"/home/drh/Music/Don Ross - June.mp3","Don Ross","Robot Monster","June"
"/home/drh/Music/Bonnie Raitt - Take My Love with You.mp3","Bonnie Raitt","Slipstream","Take My Love with You"
"/home/drh/Music/Maureen McGovern - The Morning After.mp3","Maureen McGovern","Super Hits of the '70s: Have a Nice Day, Vol. 11","The Morning After"
"/home/drh/Music/Jade Bird - Good Woman.mp3","Jade Bird","Something American","Good Woman"
"/home/drh/Music/George Winston - Some Children See Him.mp3","George Winston","December","Some Children See Him"
"/home/drh/Music/Rascal Flatts - Dry County Girl.mp3","Rascal Flatts","Melt","Dry Country Girl"
"/home/drh/Music/Whispers - Lady.mp3","Whispers","Body & Soul Sensual Grooves disc2","Lady"
"/home/drh/Music/Dire Straits - Telegraph Road.mp3","Dire Straits","Love Over Gold","Telegraph Road"
"/home/drh/Music/ELO - Rain Is Falling.mp3","ELO","Time (Remaster)","Rain Is Falling"
"/home/drh/Music/Rush - Bastille Day.mp3","Rush","Chronicles (Disc 1)","Bastille Day"
"/home/drh/Music/Norah Jones - One Flight Down (Live).mp3","Norah Jones","Living Room, NYC","One Flight Down (Live)"
"/home/drh/Music/Placido Domingo - Time After Time.mp3","Plácido Domingo","A Love Until the End of Time - Domingo's Greatest Love Songs","Time After Time"
"/home/drh/Music/Ed Sheeran - One Night.mp3","Ed Sheeran","Loose Change","One Night"
"/home/drh/Music/Earl Klugh - Living Inside Your Love.mp3","Earl Klugh","Best Of Earl Klugh","Living Inside Your Love"
"/home/drh/Music/ELO - Don't Bring Me Down.mp3","ELO","Discovery","Don't Bring Me Down"
"/home/drh/Music/Snow Patrol - Chasing Cars.mp3","Snow Patrol","Eyes Open","Chasing Cars"
"/home/drh/Music/Mercury 4 - Take It Back.mp3","Mercury 4","Mercury 4","Take It Back"
"/home/drh/Music/James Taylor - BSUR.mp3","James Taylor","Flag","BSUR"
"/home/drh/Music/Aretha Franklin - Kissin By The Mistletoe.mp3","Aretha Franklin","Hip Holidays","Kissin' By The Mistletoe"
"/home/drh/Music/Jason Aldean - Who's Kissing You Tonight.mp3","Jason Aldean","Relentless","Who's Kissing You Tonight"
"/home/drh/Music/Anderson - Let's Pretend.mp3","Anderson Bruford Wakeman Howe","Anderson, Bruford, Wakeman, Howe","Let's Pretend"
"/home/drh/Music/John Kongos - He's Gonna Step on You Again.mp3","John Kongos","Super Hits of the '70s: Have a Nice Day, Vol. 6","He's Gonna Step on You Again"
"/home/drh/Music/Xzibit - My Name.mp3","Xzibit","Man VS Machine [Explicit]","My Name (Explicit Version)"
"/home/drh/Music/David Lindley - She Took Off My Romeos.mp3","David Lindley","El Rayo-X","She Took Off My Romeos"
"/home/drh/Music/Todd Rundgren - It Wouldnt Have Made Any Difference.mp3","Todd Rundgren","Something / Anything","It Wouldn't Have Made Any Difference"
"/home/drh/Music/George Winston - The Holly and the Ivy.mp3","George Winston","December","The Holly and the Ivy"
"/home/drh/Music/Fifth Dimension - (Last Night) I Didn't Get To Sleep At All.mp3","Fifth Dimension","Greatest Hits On Earth","(Last Night) I Didn't Get To S"
"/home/drh/Music/Smith - Baby It's You.mp3","Smith","Super Hits of the '70s: Have a Nice Day, Vol. 1","Baby It's You"
"/home/drh/Music/APP - Snake Eyes.mp3","Alan Parsons Project","The Turn of A Friendly Card","Snake Eyes"
"/home/drh/Music/Billy Idol - White Wedding.mp3","Billy Idol","Greatest Hits","White Wedding - Part 1 (2001- Remaster)"
"/home/drh/Music/Albert Hammond - The Free Electric Band.mp3","Albert Hammond","The Free Electric Band","The Free Electric Band"
"/home/drh/Music/Hall & Oates - I Can't Go for That (No Can Do).mp3","Hall & Oates","Rock 'n Soul, Pt. 1 [Bonus Tracks]","I Can't Go for That (No Can Do)"
"/home/drh/Music/Randy Newman - The World Isn't Fair.mp3","Randy Newman","Bad Love","The World Isn't Fair"
"/home/drh/Music/Kansas - Got to Rock On.mp3","Kansas","Audio-Visions","Got to Rock On"
"/home/drh/Music/Jimi Hendrix - Foxey Lady.mp3","The Jimi Hendrix Experience","Experience Hendrix: The Best Of Jimi Hendrix","Foxey Lady"
"/home/drh/Music/Mariah Carey - Alone In Love.mp3","Mariah Carey","Mariah Carey","Alone In Love"
"/home/drh/Music/Gary Wright - Power of Love.mp3","Gary Wright","The Dream Weaver","Power of Love"
"/home/drh/Music/Matchbox Twenty - How Far We've Come.mp3","Matchbox Twenty","Exile On Mainstream","How Far We've Come"
"/home/drh/Music/Kenny Rogers - What Are We Doin' in Love.mp3","Dottie West; Kenny Rogers","42 Ultimate Hits Disc 2","What Are We Doin' in Love?"
"/home/drh/Music/APP - The Turn Of A Friendly Card (Part Two).mp3","Alan Parsons Project","The Turn of A Friendly Card","The Turn Of A Friendly Card (Part Two)"
"/home/drh/Music/Taylor Swift - Starlight.mp3","Taylor Swift","Red","Starlight"
"/home/drh/Music/Sing Street - Up.mp3","Sing Street","Sing Street [Bonus Tracks] [Original Motion Picture Soundtrack]","Up"
"/home/drh/Music/Lee Ritenour - Caprices, Op 20, No 2 And 7.mp3","Lee Ritenour's 6 String Theory","6 String Theory","Caprices, Op. 20, No. 2 And 7"
"/home/drh/Music/Turtles - You Baby.mp3","The Turtles","Save the Turtles: The Turtles' Greatest","You Baby"
"/home/drh/Music/Nina Hagen - 99 Luftballoons (German).mp3","Nina Hagen","99 Luftballons","99 Luftballoons"
"/home/drh/Music/Steely Dan - Rikki Don't Lose That Number.mp3","Steely Dan","A Decade of Steely Dan","Rikki Don't Lose That Number"
"/home/drh/Music/Bill Withers - Lean on Me.mp3","Bill Withers","Lean on Me: The Best of Bill Withers","Lean on Me"
"/home/drh/Music/Norman Greenbaum - Spirit in the Sky.mp3","Norman Greenbaum","Super Hits of the '70s: Have a Nice Day, Vol. 2","Spirit in the Sky"
"/home/drh/Music/Indigo Girls - Least Complicated (Live).mp3","Indigo Girls","1200 Curfews (disc 1)","Least Complicated (Live)"
"/home/drh/Music/Dire Straits - Money For Nothing.mp3","Dire Straits","Private Investigations: The Best of Dire Straits & Mark Knopfler Disc 1","Money For Nothing"
"/home/drh/Music/Billy Dean - Only Here For A Little While.mp3","Billy Dean","Greatest Hits","Only Here For A Little While"
